자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-63350,2025.12.5 21:43,2105,미성동 신림체육센터,0,2025.12.5 22:21,2105,미성동 신림체육센터,0,38,3793.35,\N,M,내국인,ST-704,ST-704,일반자전거
SPB-46501,2025.12.5 22:17,2110,조원동 미성아파트,0,2025.12.5 22:22,2156,신림푸르지오아파트,0,4,760.0,1967,M,내국인,ST-950,ST-952,일반자전거
SPB-69771,2025.12.5 20:50,2105,미성동 신림체육센터,0,2025.12.5 22:23,2156,신림푸르지오아파트,0,92,800.0,1997,\N,내국인,ST-704,ST-952,일반자전거
SPB-48713,2025.12.5 22:15,2171,서울대입구역 5번출구,0,2025.12.5 22:23,2179,양녕로 입구,0,7,520.2,1995,\N,내국인,ST-1337,ST-1548,일반자전거
SPB-53811,2025.12.5 22:22,2148,낙성대역 3번출구 뒤,0,2025.12.5 22:27,2122,낙성대로 입구,0,4,230.29,1958,M,내국인,ST-887,ST-719,일반자전거
SPB-50467,2025.12.5 22:26,2187,현대시장사거리,0,2025.12.5 22:30,2108,은천치안센터,0,3,487.1,1971,M,내국인,ST-2371,ST-714,일반자전거
SPB-74029,2025.12.5 22:24,2136,신림역 8번출구,0,2025.12.5 22:32,2179,양녕로 입구,0,7,1505.81,1991,\N,내국인,ST-976,ST-1548,일반자전거
SPB-49376,2025.12.5 22:30,2171,서울대입구역 5번출구,0,2025.12.5 22:37,2187,현대시장사거리,0,6,914.31,1997,M,내국인,ST-1337,ST-2371,일반자전거
SPB-54937,2025.12.5 21:52,2148,낙성대역 3번출구 뒤,0,2025.12.5 22:44,2111,서울대입구역 1번출구,0,51,3636.57,1984,M,내국인,ST-887,ST-965,일반자전거
SPB-74123,2025.12.5 22:40,2136,신림역 8번출구,0,2025.12.5 22:45,2169,봉천역 2번출구,0,5,1184.16,\N,\N,\N,ST-976,ST-1264,일반자전거
SPB-68214,2025.12.5 21:34,2185,대학동 고시촌,0,2025.12.5 22:50,2185,대학동 고시촌,0,76,4582.62,1992,M,내국인,ST-1757,ST-1757,일반자전거
SPB-70562,2025.12.5 22:48,2174,삼성디지털프라자관악점,0,2025.12.5 22:55,2109,은천로입구 가로공원,0,7,690.0,\N,\N,\N,ST-1269,ST-882,일반자전거
SPB-50213,2025.12.5 22:46,2102,봉림교 교통섬,0,2025.12.5 22:57,2196,봉천역 3번출구,0,11,1074.69,1998,F,내국인,ST-702,ST-2380,일반자전거
SPB-59574,2025.12.5 22:29,2176,보라매공원 보도육교,0,2025.12.5 23:00,2186,낙성대입구삼거리,0,31,4179.78,1989,M,내국인,ST-1357,ST-2370,일반자전거
SPB-43198,2025.12.5 22:59,2111,서울대입구역 1번출구,0,2025.12.5 23:04,2122,낙성대로 입구,0,5,783.39,1995,M,내국인,ST-965,ST-719,일반자전거
SPB-32005,2025.12.5 23:08,2136,신림역 8번출구,0,2025.12.5 23:14,2169,봉천역 2번출구,0,5,1047.52,\N,\N,\N,ST-976,ST-1264,일반자전거
SPB-70562,2025.12.5 23:30,2109,은천로입구 가로공원,0,2025.12.5 23:36,2173,당곡사거리,0,5,770.0,\N,\N,\N,ST-882,ST-1268,일반자전거
SPB-70963,2025.12.5 23:30,2109,은천로입구 가로공원,0,2025.12.5 23:36,2173,당곡사거리,0,5,823.79,1998,\N,내국인,ST-882,ST-1268,일반자전거
SPB-57380,2025.12.5 23:33,2116,에이스에이존빌딩,0,2025.12.5 23:54,2105,미성동 신림체육센터,0,21,3328.02,\N,\N,\N,ST-717,ST-704,일반자전거
SPB-60123,2025.12.5 23:52,2190,도원맨션,0,2025.12.5 23:55,2195,은천교회,0,3,410.0,1997,\N,내국인,ST-2374,ST-2379,일반자전거
SPB-47172,2025.12.5 23:58,2171,서울대입구역 5번출구,0,2025.12.6 0:02,2119,중앙동 동진빌딩,0,4,360.0,1998,M,내국인,ST-1337,ST-884,일반자전거
SPB-48939,2025.12.5 23:48,2109,은천로입구 가로공원,0,2025.12.6 0:16,2109,은천로입구 가로공원,0,27,2540.0,1979,M,내국인,ST-882,ST-882,일반자전거
SPB-33951,2025.12.6 0:00,2109,은천로입구 가로공원,0,2025.12.6 0:03,2136,신림역 8번출구,0,3,494.89,1993,\N,내국인,ST-882,ST-976,일반자전거
SPB-74420,2025.12.6 0:01,2190,도원맨션,0,2025.12.6 0:07,2102,봉림교 교통섬,0,5,1123.18,1987,M,내국인,ST-2374,ST-702,일반자전거
SPB-33951,2025.12.6 0:04,2136,신림역 8번출구,0,2025.12.6 0:11,2109,은천로입구 가로공원,0,6,494.89,2001,\N,내국인,ST-976,ST-882,일반자전거
SPB-37746,2025.12.6 0:07,2103,신림동 우방아파트,0,2025.12.6 0:12,2102,봉림교 교통섬,0,4,918.44,1998,,내국인,ST-703,ST-702,일반자전거
SPB-74358,2025.12.6 0:04,2128,관악구청교차로,0,2025.12.6 0:13,2108,은천치안센터,0,8,950.7,1994,F,내국인,ST-720,ST-714,일반자전거
SPB-46888,2025.12.6 0:22,2122,낙성대로 입구,0,2025.12.6 0:27,2198,사랑의병원,0,5,759.65,1968,M,내국인,ST-719,ST-2382,일반자전거
SPB-62973,2025.12.6 0:23,2127,난곡종점,0,2025.12.6 0:32,2170,조원동 강남힐병원,0,9,2249.82,1972,M,내국인,ST-707,ST-1265,일반자전거
SPB-31169,2025.12.6 0:34,2136,신림역 8번출구,0,2025.12.6 0:43,2136,신림역 8번출구,0,9,749.31,1991,M,내국인,ST-976,ST-976,일반자전거
SPB-68035,2025.12.6 0:39,2189,봉천역 4번출구,0,2025.12.6 0:45,2136,신림역 8번출구,0,6,1057.35,2003,M,내국인,ST-2373,ST-976,일반자전거
SPB-55124,2025.12.6 0:39,2174,삼성디지털프라자관악점,0,2025.12.6 0:48,2190,도원맨션,0,8,1174.59,\N,\N,\N,ST-1269,ST-2374,일반자전거
SPB-51337,2025.12.6 0:39,2174,삼성디지털프라자관악점,0,2025.12.6 0:48,2190,도원맨션,0,8,1140.0,1998,\N,내국인,ST-1269,ST-2374,일반자전거
SPB-70963,2025.12.6 0:44,2173,당곡사거리,0,2025.12.6 0:50,2109,은천로입구 가로공원,0,6,877.5,1992,F,내국인,ST-1268,ST-882,일반자전거
SPB-74229,2025.12.6 0:17,2102,봉림교 교통섬,0,2025.12.6 0:56,2102,봉림교 교통섬,0,39,1161.55,1999,\N,내국인,ST-702,ST-702,일반자전거
SPB-48939,2025.12.6 0:37,2109,은천로입구 가로공원,0,2025.12.6 1:01,2109,은천로입구 가로공원,0,23,1580.0,1979,M,내국인,ST-882,ST-882,일반자전거
SPB-49309,2025.12.6 0:56,2174,삼성디지털프라자관악점,0,2025.12.6 1:03,2102,봉림교 교통섬,0,6,516.46,1965,M,내국인,ST-1269,ST-702,일반자전거
SPB-42495,2025.12.6 0:57,2171,서울대입구역 5번출구,0,2025.12.6 1:03,2187,현대시장사거리,0,5,699.5,1997,M,내국인,ST-1337,ST-2371,일반자전거
SPB-70258,2025.12.6 0:56,2127,난곡종점,0,2025.12.6 1:03,2105,미성동 신림체육센터,0,7,1847.78,1976,F,내국인,ST-707,ST-704,일반자전거
SPB-74505,2025.12.6 0:52,2185,대학동 고시촌,0,2025.12.6 1:04,2140,신림1교 교차로,0,12,1766.06,2005,M,내국인,ST-1757,ST-724,일반자전거
SPB-54937,2025.12.6 0:52,2148,낙성대역 3번출구 뒤,0,2025.12.6 1:04,2108,은천치안센터,0,12,1858.69,\N,\N,\N,ST-887,ST-714,일반자전거
SPB-66543,2025.12.6 0:59,2102,봉림교 교통섬,0,2025.12.6 1:05,2103,신림동 우방아파트,0,5,921.66,\N,\N,내국인,ST-702,ST-703,일반자전거
SPB-69132,2025.12.6 0:48,2102,봉림교 교통섬,0,2025.12.6 1:08,2185,대학동 고시촌,0,19,2556.48,1990,M,내국인,ST-702,ST-1757,일반자전거
SPB-36961,2025.12.6 1:04,2136,신림역 8번출구,0,2025.12.6 1:10,2169,봉천역 2번출구,0,6,1167.86,1994,M,내국인,ST-976,ST-1264,일반자전거
SPB-33951,2025.12.6 1:07,2109,은천로입구 가로공원,0,2025.12.6 1:15,2173,당곡사거리,0,7,1027.91,1989,M,내국인,ST-882,ST-1268,일반자전거
SPB-50213,2025.12.6 1:15,2196,봉천역 3번출구,0,2025.12.6 1:19,2136,신림역 8번출구,0,4,801.78,\N,\N,\N,ST-2380,ST-976,일반자전거
SPB-63625,2025.12.6 1:13,2102,봉림교 교통섬,0,2025.12.6 1:21,2144,난우길입구,0,8,1469.91,1959,M,내국인,ST-702,ST-709,일반자전거
SPB-31169,2025.12.6 1:10,2136,신림역 8번출구,0,2025.12.6 1:28,2106,세이브마트,0,17,2386.4,1998,\N,내국인,ST-976,ST-705,일반자전거
SPB-42449,2025.12.6 1:33,2110,조원동 미성아파트,0,2025.12.6 1:35,2110,조원동 미성아파트,0,2,0.0,1996,M,내국인,ST-950,ST-950,일반자전거
SPB-70562,2025.12.6 1:29,2173,당곡사거리,0,2025.12.6 1:41,2145,은천초등학교 육교,0,11,1360.0,2001,\N,내국인,ST-1268,ST-725,일반자전거
SPB-71861,2025.12.6 1:45,2164,관악우체국,0,2025.12.6 1:48,2196,봉천역 3번출구,0,2,546.78,1993,M,내국인,ST-1259,ST-2380,일반자전거
SPB-42449,2025.12.6 1:44,2110,조원동 미성아파트,0,2025.12.6 1:52,2170,조원동 강남힐병원,0,7,1075.62,1996,M,내국인,ST-950,ST-1265,일반자전거
SPB-48939,2025.12.6 1:05,2109,은천로입구 가로공원,0,2025.12.6 1:52,2109,은천로입구 가로공원,0,46,650.0,1979,M,내국인,ST-882,ST-882,일반자전거
SPB-31169,2025.12.6 1:47,2106,세이브마트,0,2025.12.6 1:54,2105,미성동 신림체육센터,0,6,887.81,1955,\N,내국인,ST-705,ST-704,일반자전거
SPB-72035,2025.12.6 1:51,2173,당곡사거리,0,2025.12.6 2:05,2112,서울대입구역 마에스트로,0,13,2421.27,\N,\N,\N,ST-1268,ST-715,일반자전거
SPB-45057,2025.12.6 2:07,2171,서울대입구역 5번출구,0,2025.12.6 2:17,2109,은천로입구 가로공원,0,9,1294.7,2003,M,내국인,ST-1337,ST-882,일반자전거
SPB-71668,2025.12.6 2:02,2102,봉림교 교통섬,0,2025.12.6 2:17,2106,세이브마트,0,15,2810.0,2005,M,내국인,ST-702,ST-705,일반자전거
SPB-31818,2025.12.6 2:13,2136,신림역 8번출구,0,2025.12.6 2:20,2189,봉천역 4번출구,0,6,1066.92,1991,M,내국인,ST-976,ST-2373,일반자전거
SPB-31282,2025.12.6 2:03,2127,난곡종점,0,2025.12.6 2:22,2102,봉림교 교통섬,0,19,3014.82,1987,M,내국인,ST-707,ST-702,일반자전거
SPB-59470,2025.12.6 2:18,2136,신림역 8번출구,0,2025.12.6 2:22,2109,은천로입구 가로공원,0,4,527.0,1995,\N,내국인,ST-976,ST-882,일반자전거
SPB-33951,2025.12.6 2:11,2173,당곡사거리,0,2025.12.6 2:24,2105,미성동 신림체육센터,0,13,2081.98,1963,F,내국인,ST-1268,ST-704,일반자전거
SPB-68529,2025.12.6 2:21,2171,서울대입구역 5번출구,0,2025.12.6 2:26,2109,은천로입구 가로공원,0,5,1355.84,1993,M,내국인,ST-1337,ST-882,일반자전거
SPB-55538,2025.12.6 2:33,2112,서울대입구역 마에스트로,0,2025.12.6 2:38,2169,봉천역 2번출구,0,5,710.0,1995,M,내국인,ST-715,ST-1264,일반자전거
SPB-59470,2025.12.6 2:38,2109,은천로입구 가로공원,0,2025.12.6 2:44,2169,봉천역 2번출구,0,5,822.38,1995,M,내국인,ST-882,ST-1264,일반자전거
SPB-47827,2025.12.6 2:49,2102,봉림교 교통섬,0,2025.12.6 2:56,2105,미성동 신림체육센터,0,7,1165.48,\N,M,내국인,ST-702,ST-704,일반자전거
SPB-60129,2025.12.6 1:32,2127,난곡종점,0,2025.12.6 2:57,2127,난곡종점,0,85,5953.23,1965,\N,내국인,ST-707,ST-707,일반자전거
SPB-58519,2025.12.6 2:45,2110,조원동 미성아파트,0,2025.12.6 3:00,2175,신림동걷고싶은문화의거리입구,0,14,2690.0,\N,\N,\N,ST-950,ST-1270,일반자전거
SPB-54468,2025.12.6 3:02,2176,보라매공원 보도육교,0,2025.12.6 3:11,2102,봉림교 교통섬,0,9,891.47,1990,M,내국인,ST-1357,ST-702,일반자전거
SPB-44797,2025.12.6 3:09,2102,봉림교 교통섬,0,2025.12.6 3:17,2173,당곡사거리,0,7,935.9,1993,M,내국인,ST-702,ST-1268,일반자전거
SPB-50213,2025.12.6 3:12,2136,신림역 8번출구,0,2025.12.6 3:28,2191,대학동주민센터,0,16,1637.82,\N,M,내국인,ST-976,ST-2375,일반자전거
SPB-72113,2025.12.6 3:24,2175,신림동걷고싶은문화의거리입구,0,2025.12.6 3:31,2102,봉림교 교통섬,0,6,557.81,1983,\N,내국인,ST-1270,ST-702,일반자전거
SPB-68529,2025.12.6 3:21,2109,은천로입구 가로공원,0,2025.12.6 3:34,2176,보라매공원 보도육교,0,13,1980.27,\N,\N,\N,ST-882,ST-1357,일반자전거
SPB-67129,2025.12.6 3:20,2106,세이브마트,0,2025.12.6 3:35,2136,신림역 8번출구,0,14,2444.37,1957,M,내국인,ST-705,ST-976,일반자전거
SPB-54468,2025.12.6 3:21,2102,봉림교 교통섬,0,2025.12.6 3:36,2106,세이브마트,0,15,1732.95,1997,\N,내국인,ST-702,ST-705,일반자전거
SPB-53559,2025.12.6 3:21,2110,조원동 미성아파트,0,2025.12.6 3:38,2102,봉림교 교통섬,0,16,2425.72,1994,M,내국인,ST-950,ST-702,일반자전거
SPB-72113,2025.12.6 3:32,2102,봉림교 교통섬,0,2025.12.6 3:38,2103,신림동 우방아파트,0,6,810.88,1989,M,내국인,ST-702,ST-703,일반자전거
SPB-44680,2025.12.6 3:29,2164,관악우체국,0,2025.12.6 3:41,2108,은천치안센터,0,12,1043.51,1999,F,내국인,ST-1259,ST-714,일반자전거
SPB-47355,2025.12.6 4:07,2173,당곡사거리,0,2025.12.6 4:13,2136,신림역 8번출구,0,5,634.35,1961,M,내국인,ST-1268,ST-976,일반자전거
SPB-50213,2025.12.6 4:09,2191,대학동주민센터,0,2025.12.6 4:22,2102,봉림교 교통섬,0,12,1714.0,1976,M,내국인,ST-2375,ST-702,일반자전거
SPB-68035,2025.12.6 4:07,2136,신림역 8번출구,0,2025.12.6 4:23,2106,세이브마트,0,16,1870.96,1957,M,내국인,ST-976,ST-705,일반자전거
SPB-55270,2025.12.6 4:20,2140,신림1교 교차로,0,2025.12.6 4:26,2164,관악우체국,0,6,886.5,1983,M,내국인,ST-724,ST-1259,일반자전거
SPB-74358,2025.12.6 4:30,2108,은천치안센터,0,2025.12.6 4:35,2137,KT&G 관악지점,0,5,593.64,\N,M,내국인,ST-714,ST-723,일반자전거
SPB-53559,2025.12.6 4:03,2102,봉림교 교통섬,0,2025.12.6 4:46,2106,세이브마트,0,43,2866.88,\N,\N,\N,ST-702,ST-705,일반자전거
SPB-69570,2025.12.6 4:22,2104,사당역 5번출구,0,2025.12.6 4:52,2196,봉천역 3번출구,0,30,4173.34,\N,\N,\N,ST-712,ST-2380,일반자전거
SPB-59147,2025.12.6 5:16,2136,신림역 8번출구,0,2025.12.6 5:22,2190,도원맨션,0,5,770.37,1992,\N,내국인,ST-976,ST-2374,일반자전거
SPB-43689,2025.12.6 5:17,2136,신림역 8번출구,0,2025.12.6 5:31,2110,조원동 미성아파트,0,14,2929.43,2000,M,내국인,ST-976,ST-950,일반자전거
SPB-69840,2025.12.6 5:19,2170,조원동 강남힐병원,0,2025.12.6 5:36,2106,세이브마트,0,17,1477.06,\N,\N,\N,ST-1265,ST-705,일반자전거
SPB-52174,2025.12.6 5:34,2143,서울산업정보학교,0,2025.12.6 5:46,2178,서울대학교 정문,0,12,1198.44,1993,M,내국인,ST-886,ST-1547,일반자전거
SPB-69078,2025.12.6 5:55,2191,대학동주민센터,0,2025.12.6 6:11,2164,관악우체국,0,16,2616.5,\N,\N,비회원,ST-2375,ST-1259,일반자전거
SPB-69236,2025.12.6 6:17,2187,현대시장사거리,0,2025.12.6 6:23,2112,서울대입구역 마에스트로,0,6,900.42,1988,,내국인,ST-2371,ST-715,일반자전거
SPB-44670,2025.12.6 6:24,2136,신림역 8번출구,0,2025.12.6 6:40,2136,신림역 8번출구,0,16,1133.48,\N,\N,\N,ST-976,ST-976,일반자전거
SPB-68214,2025.12.6 6:45,2185,대학동 고시촌,0,2025.12.6 6:54,2140,신림1교 교차로,0,8,1693.72,1995,M,내국인,ST-1757,ST-724,일반자전거
SPB-57380,2025.12.6 6:57,2105,미성동 신림체육센터,0,2025.12.6 7:26,2119,중앙동 동진빌딩,0,28,4395.67,\N,\N,\N,ST-704,ST-884,일반자전거
SPB-42708,2025.12.6 7:23,2108,은천치안센터,0,2025.12.6 7:28,2171,서울대입구역 5번출구,0,5,738.01,1994,M,내국인,ST-714,ST-1337,일반자전거
SPB-30117,2025.12.6 7:34,2109,은천로입구 가로공원,0,2025.12.6 7:39,2189,봉천역 4번출구,0,4,494.06,1998,M,내국인,ST-882,ST-2373,일반자전거
SPB-32091,2025.12.6 7:56,2195,은천교회,0,2025.12.6 7:58,2136,신림역 8번출구,0,1,88.24,1974,\N,내국인,ST-2379,ST-976,일반자전거
SPB-50467,2025.12.6 7:51,2108,은천치안센터,0,2025.12.6 7:59,2112,서울대입구역 마에스트로,0,8,671.38,1997,\N,내국인,ST-714,ST-715,일반자전거
SPB-66543,2025.12.6 7:59,2103,신림동 우방아파트,0,2025.12.6 8:02,2102,봉림교 교통섬,0,3,878.84,2000,M,내국인,ST-703,ST-702,일반자전거
SPB-34905,2025.12.6 7:58,2172,나들목공원,0,2025.12.6 8:03,2139,서울신성초등학교,0,5,792.63,\N,M,내국인,ST-1267,ST-951,일반자전거
SPB-68214,2025.12.6 8:05,2140,신림1교 교차로,0,2025.12.6 8:08,2136,신림역 8번출구,0,3,445.04,1993,\N,내국인,ST-724,ST-976,일반자전거
SPB-55944,2025.12.6 7:02,2143,서울산업정보학교,0,2025.12.6 8:12,2143,서울산업정보학교,0,69,649.87,1994,\N,내국인,ST-886,ST-886,일반자전거
SPB-30471,2025.12.6 7:58,2186,낙성대입구삼거리,0,2025.12.6 8:15,2195,은천교회,0,16,2521.72,1968,\N,내국인,ST-2370,ST-2379,일반자전거
SPB-59470,2025.12.6 8:14,2169,봉천역 2번출구,0,2025.12.6 8:19,2195,은천교회,0,4,319.91,\N,\N,\N,ST-1264,ST-2379,일반자전거
SPB-74454,2025.12.6 8:14,2173,당곡사거리,0,2025.12.6 8:25,2108,은천치안센터,0,11,1559.38,\N,\N,\N,ST-1268,ST-714,일반자전거
SPB-54271,2025.12.6 8:27,2176,보라매공원 보도육교,0,2025.12.6 8:30,2176,보라매공원 보도육교,0,2,0.0,1992,\N,내국인,ST-1357,ST-1357,일반자전거
SPB-62073,2025.12.6 8:31,2176,보라매공원 보도육교,0,2025.12.6 8:41,2136,신림역 8번출구,0,10,1501.7,1982,M,내국인,ST-1357,ST-976,일반자전거
SPB-40702,2025.12.6 8:36,2109,은천로입구 가로공원,0,2025.12.6 8:41,2189,봉천역 4번출구,0,5,625.55,\N,F,내국인,ST-882,ST-2373,일반자전거
SPB-48939,2025.12.6 8:39,2109,은천로입구 가로공원,0,2025.12.6 8:42,2136,신림역 8번출구,0,3,560.0,1987,M,내국인,ST-882,ST-976,일반자전거
SPB-50467,2025.12.6 8:37,2112,서울대입구역 마에스트로,0,2025.12.6 8:43,2189,봉천역 4번출구,0,5,870.26,1988,M,내국인,ST-715,ST-2373,일반자전거
SPB-67118,2025.12.6 8:40,2108,은천치안센터,0,2025.12.6 8:46,2195,은천교회,0,6,877.54,1979,F,내국인,ST-714,ST-2379,일반자전거
SPB-30471,2025.12.6 8:39,2195,은천교회,0,2025.12.6 8:52,2171,서울대입구역 5번출구,0,12,1596.36,1997,F,내국인,ST-2379,ST-1337,일반자전거
SPB-67118,2025.12.6 8:49,2195,은천교회,0,2025.12.6 8:53,2169,봉천역 2번출구,0,4,703.48,2003,F,내국인,ST-2379,ST-1264,일반자전거
SPB-44670,2025.12.6 8:28,2136,신림역 8번출구,0,2025.12.6 8:58,2136,신림역 8번출구,0,30,1224.15,1991,\N,내국인,ST-976,ST-976,일반자전거
SPB-48731,2025.12.6 8:52,2191,대학동주민센터,0,2025.12.6 9:00,2172,나들목공원,0,8,111.2,\N,\N,\N,ST-2375,ST-1267,일반자전거
SPB-69236,2025.12.6 9:04,2112,서울대입구역 마에스트로,0,2025.12.6 9:14,2159,인헌초교,0,10,1201.45,1987,\N,내국인,ST-715,ST-1156,일반자전거
SPB-74054,2025.12.6 9:01,2109,은천로입구 가로공원,0,2025.12.6 9:15,2198,사랑의병원,0,14,2189.08,1988,F,내국인,ST-882,ST-2382,일반자전거
SPB-73737,2025.12.6 9:27,2137,KT&G 관악지점,0,2025.12.6 9:29,2164,관악우체국,0,1,352.94,1999,M,내국인,ST-723,ST-1259,일반자전거
SPB-62952,2025.12.6 9:20,2191,대학동주민센터,0,2025.12.6 9:31,2178,서울대학교 정문,0,10,1385.06,1980,F,내국인,ST-2375,ST-1547,일반자전거
SPB-72113,2025.12.6 9:20,2103,신림동 우방아파트,0,2025.12.6 9:31,2136,신림역 8번출구,0,11,1144.12,1959,M,내국인,ST-703,ST-976,일반자전거
SPB-74229,2025.12.6 9:06,2136,신림역 8번출구,0,2025.12.6 9:40,2115,관악구시설관리공단,0,34,3402.65,1977,M,내국인,ST-976,ST-883,일반자전거
SPB-57923,2025.12.6 9:32,2196,봉천역 3번출구,0,2025.12.6 9:44,2173,당곡사거리,0,11,1506.0,1997,F,내국인,ST-2380,ST-1268,일반자전거
SPB-67621,2025.12.6 9:34,2102,봉림교 교통섬,0,2025.12.6 9:47,2106,세이브마트,0,13,1994.36,1976,M,내국인,ST-702,ST-705,일반자전거
SPB-74240,2025.12.6 9:38,2173,당곡사거리,0,2025.12.6 9:52,2145,은천초등학교 육교,0,13,1694.57,1973,M,내국인,ST-1268,ST-725,일반자전거
SPB-72035,2025.12.6 9:48,2112,서울대입구역 마에스트로,0,2025.12.6 9:53,2179,양녕로 입구,0,4,473.3,1988,M,내국인,ST-715,ST-1548,일반자전거
SPB-54451,2025.12.6 9:48,2195,은천교회,0,2025.12.6 9:55,2179,양녕로 입구,0,6,1000.31,1993,,내국인,ST-2379,ST-1548,일반자전거
SPB-47272,2025.12.6 9:52,2176,보라매공원 보도육교,0,2025.12.6 9:58,2173,당곡사거리,0,6,989.72,2000,F,내국인,ST-1357,ST-1268,일반자전거
SPB-62073,2025.12.6 9:46,2136,신림역 8번출구,0,2025.12.6 9:59,2176,보라매공원 보도육교,0,13,1643.65,1982,M,내국인,ST-976,ST-1357,일반자전거
SPB-61273,2025.12.6 9:55,2108,은천치안센터,0,2025.12.6 10:01,2164,관악우체국,0,6,561.52,1971,M,내국인,ST-714,ST-1259,일반자전거
SPB-43700,2025.12.6 9:51,2105,미성동 신림체육센터,0,2025.12.6 10:04,2175,신림동걷고싶은문화의거리입구,0,13,1931.82,\N,M,내국인,ST-704,ST-1270,일반자전거
SPB-70258,2025.12.6 9:47,2105,미성동 신림체육센터,0,2025.12.6 10:07,2144,난우길입구,0,19,1070.18,1987,M,내국인,ST-704,ST-709,일반자전거
SPB-68179,2025.12.6 10:04,2108,은천치안센터,0,2025.12.6 10:12,2136,신림역 8번출구,0,8,1294.69,1994,F,내국인,ST-714,ST-976,일반자전거
SPB-74320,2025.12.6 10:08,2190,도원맨션,0,2025.12.6 10:16,2112,서울대입구역 마에스트로,0,7,1211.3,1990,M,내국인,ST-2374,ST-715,일반자전거
SPB-72035,2025.12.6 10:10,2179,양녕로 입구,0,2025.12.6 10:18,2195,은천교회,0,8,1088.54,2001,M,내국인,ST-1548,ST-2379,일반자전거
SPB-73737,2025.12.6 10:15,2164,관악우체국,0,2025.12.6 10:20,2174,삼성디지털프라자관악점,0,5,803.1,1994,M,내국인,ST-1259,ST-1269,일반자전거
