자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-48034,2025.12.11 17:49,2112,서울대입구역 마에스트로,0,2025.12.11 17:57,2169,봉천역 2번출구,0,8,757.71,1998,F,내국인,ST-715,ST-1264,일반자전거
SPB-59056,2025.12.11 17:41,2106,세이브마트,0,2025.12.11 18:02,2174,삼성디지털프라자관악점,0,20,2950.81,1998,,내국인,ST-705,ST-1269,일반자전거
SPB-68161,2025.12.11 17:42,2136,신림역 8번출구,0,2025.12.11 18:03,2198,사랑의병원,0,21,2842.0,1987,F,내국인,ST-976,ST-2382,일반자전거
SPB-66308,2025.12.11 17:59,2169,봉천역 2번출구,0,2025.12.11 18:05,2112,서울대입구역 마에스트로,0,6,705.9,1998,F,내국인,ST-1264,ST-715,일반자전거
SPB-73639,2025.12.11 17:47,2191,대학동주민센터,0,2025.12.11 18:05,2102,봉림교 교통섬,0,17,2599.43,\N,\N,\N,ST-2375,ST-702,일반자전거
SPB-73679,2025.12.11 17:48,2191,대학동주민센터,0,2025.12.11 18:05,2102,봉림교 교통섬,0,17,2532.34,2002,M,내국인,ST-2375,ST-702,일반자전거
SPB-39330,2025.12.11 17:50,2191,대학동주민센터,0,2025.12.11 18:06,2195,은천교회,0,15,2327.52,1986,M,내국인,ST-2375,ST-2379,일반자전거
SPB-74782,2025.12.11 18:04,2136,신림역 8번출구,0,2025.12.11 18:07,2109,은천로입구 가로공원,0,3,584.48,\N,\N,\N,ST-976,ST-882,일반자전거
SPB-44274,2025.12.11 18:02,2170,조원동 강남힐병원,0,2025.12.11 18:08,2144,난우길입구,0,6,589.98,\N,\N,\N,ST-1265,ST-709,일반자전거
SPB-72538,2025.12.11 16:46,2106,세이브마트,0,2025.12.11 18:08,2105,미성동 신림체육센터,0,82,1653.49,\N,\N,\N,ST-705,ST-704,일반자전거
SPB-74809,2025.12.11 17:56,2136,신림역 8번출구,0,2025.12.11 18:08,2136,신림역 8번출구,0,12,1413.21,1995,\N,내국인,ST-976,ST-976,일반자전거
SPB-65502,2025.12.11 17:49,2103,신림동 우방아파트,0,2025.12.11 18:10,2103,신림동 우방아파트,0,21,1320.0,1996,M,내국인,ST-703,ST-703,일반자전거
SPB-83709,2025.12.11 18:10,2143,서울산업정보학교,99,2025.12.11 18:13,2185,대학동 고시촌,99,2,410.0,1983,M,내국인,ST-886,ST-1757,새싹자전거
SPB-73022,2025.12.11 18:09,2179,양녕로 입구,0,2025.12.11 18:13,2189,봉천역 4번출구,0,4,494.9,1985,F,내국인,ST-1548,ST-2373,일반자전거
SPB-70995,2025.12.11 18:09,2103,신림동 우방아파트,0,2025.12.11 18:15,2174,삼성디지털프라자관악점,0,6,529.38,1990,M,내국인,ST-703,ST-1269,일반자전거
SPB-71870,2025.12.11 18:09,2195,은천교회,0,2025.12.11 18:16,2108,은천치안센터,0,6,791.71,1979,F,내국인,ST-2379,ST-714,일반자전거
SPB-38587,2025.12.11 17:37,2191,대학동주민센터,0,2025.12.11 18:16,2122,낙성대로 입구,0,39,5802.13,1974,M,내국인,ST-2375,ST-719,일반자전거
SPB-71133,2025.12.11 18:09,2112,서울대입구역 마에스트로,0,2025.12.11 18:18,2109,은천로입구 가로공원,0,9,1560.0,1991,\N,내국인,ST-715,ST-882,일반자전거
SPB-74782,2025.12.11 18:13,2109,은천로입구 가로공원,0,2025.12.11 18:18,2136,신림역 8번출구,0,5,494.89,1978,M,내국인,ST-882,ST-976,일반자전거
SPB-74014,2025.12.11 18:15,2190,도원맨션,0,2025.12.11 18:19,2136,신림역 8번출구,0,4,858.47,1980,M,내국인,ST-2374,ST-976,일반자전거
SPB-37250,2025.12.11 18:10,2171,서울대입구역 5번출구,0,2025.12.11 18:19,2164,관악우체국,0,9,1724.66,1997,F,내국인,ST-1337,ST-1259,일반자전거
SPB-49251,2025.12.11 17:58,2173,당곡사거리,0,2025.12.11 18:21,2106,세이브마트,0,23,1952.87,2000,M,내국인,ST-1268,ST-705,일반자전거
SPB-69113,2025.12.11 18:14,2187,현대시장사거리,0,2025.12.11 18:22,2187,현대시장사거리,0,8,1845.41,2002,M,내국인,ST-2371,ST-2371,일반자전거
SPB-33568,2025.12.11 18:14,2189,봉천역 4번출구,0,2025.12.11 18:24,2173,당곡사거리,0,9,1647.94,\N,\N,\N,ST-2373,ST-1268,일반자전거
SPB-68734,2025.12.11 18:09,2108,은천치안센터,0,2025.12.11 18:25,2176,보라매공원 보도육교,0,16,2627.38,1966,F,내국인,ST-714,ST-1357,일반자전거
SPB-70713,2025.12.11 18:16,2195,은천교회,0,2025.12.11 18:26,2198,사랑의병원,0,9,1961.59,1981,M,내국인,ST-2379,ST-2382,일반자전거
SPB-54811,2025.12.11 18:25,2195,은천교회,0,2025.12.11 18:27,2136,신림역 8번출구,0,2,406.79,1993,M,내국인,ST-2379,ST-976,일반자전거
SPB-56299,2025.12.11 18:13,2185,대학동 고시촌,0,2025.12.11 18:30,2173,당곡사거리,0,16,3225.36,1983,M,내국인,ST-1757,ST-1268,일반자전거
SPB-54027,2025.12.11 17:53,2175,신림동걷고싶은문화의거리입구,0,2025.12.11 18:31,2175,신림동걷고싶은문화의거리입구,0,37,3219.91,2004,F,내국인,ST-1270,ST-1270,일반자전거
SPB-69107,2025.12.11 18:29,2127,난곡종점,0,2025.12.11 18:33,2106,세이브마트,0,4,960.0,1998,,내국인,ST-707,ST-705,일반자전거
SPB-68686,2025.12.11 18:32,2196,봉천역 3번출구,0,2025.12.11 18:35,2195,은천교회,0,2,429.06,\N,\N,\N,ST-2380,ST-2379,일반자전거
SPB-39975,2025.12.11 18:31,2175,신림동걷고싶은문화의거리입구,0,2025.12.11 18:36,2103,신림동 우방아파트,0,5,1031.35,1901,\N,내국인,ST-1270,ST-703,일반자전거
SPB-64845,2025.12.11 18:29,2136,신림역 8번출구,0,2025.12.11 18:39,2169,봉천역 2번출구,0,9,1064.66,2003,F,내국인,ST-976,ST-1264,일반자전거
SPB-41519,2025.12.11 18:29,2136,신림역 8번출구,0,2025.12.11 18:39,2169,봉천역 2번출구,0,10,1094.96,2003,M,내국인,ST-976,ST-1264,일반자전거
SPB-56090,2025.12.11 18:34,2171,서울대입구역 5번출구,0,2025.12.11 18:41,2187,현대시장사거리,0,6,870.0,1994,M,내국인,ST-1337,ST-2371,일반자전거
SPB-54489,2025.12.11 18:34,2108,은천치안센터,0,2025.12.11 18:42,2116,에이스에이존빌딩,0,8,697.51,1981,\N,내국인,ST-714,ST-717,일반자전거
SPB-64257,2025.12.11 18:33,2122,낙성대로 입구,0,2025.12.11 18:44,2116,에이스에이존빌딩,0,11,949.63,1996,\N,내국인,ST-719,ST-717,일반자전거
SPB-66768,2025.12.11 18:32,2169,봉천역 2번출구,0,2025.12.11 18:47,2196,봉천역 3번출구,0,14,527.01,1991,\N,내국인,ST-1264,ST-2380,일반자전거
SPB-38951,2025.12.11 18:44,2171,서울대입구역 5번출구,0,2025.12.11 18:48,2108,은천치안센터,0,4,801.6,2000,\N,내국인,ST-1337,ST-714,일반자전거
SPB-65795,2025.12.11 17:35,2106,세이브마트,0,2025.12.11 18:49,2156,신림푸르지오아파트,0,73,2240.0,1993,M,내국인,ST-705,ST-952,일반자전거
SPB-44279,2025.12.11 18:47,2139,서울신성초등학교,0,2025.12.11 18:49,2139,서울신성초등학교,0,2,0.0,1992,M,내국인,ST-951,ST-951,일반자전거
SPB-41116,2025.12.11 18:40,2173,당곡사거리,0,2025.12.11 18:52,2145,은천초등학교 육교,0,12,1414.33,1988,\N,내국인,ST-1268,ST-725,일반자전거
SPB-54988,2025.12.11 18:35,2115,관악구시설관리공단,0,2025.12.11 18:52,2106,세이브마트,0,17,1890.27,1901,\N,내국인,ST-883,ST-705,일반자전거
SPB-64141,2025.12.11 18:48,2108,은천치안센터,0,2025.12.11 18:53,2116,에이스에이존빌딩,0,4,730.0,\N,\N,\N,ST-714,ST-717,일반자전거
SPB-71357,2025.12.11 17:49,2185,대학동 고시촌,0,2025.12.11 18:55,2185,대학동 고시촌,0,66,9523.74,1992,M,내국인,ST-1757,ST-1757,일반자전거
SPB-45500,2025.12.11 17:57,2111,서울대입구역 1번출구,0,2025.12.11 18:56,2111,서울대입구역 1번출구,0,59,3492.01,1983,F,내국인,ST-965,ST-965,일반자전거
SPB-58036,2025.12.11 18:50,2173,당곡사거리,0,2025.12.11 18:57,2102,봉림교 교통섬,0,6,728.8,1968,F,내국인,ST-1268,ST-702,일반자전거
SPB-70995,2025.12.11 18:26,2174,삼성디지털프라자관악점,0,2025.12.11 19:03,2104,사당역 5번출구,0,37,5778.74,1981,M,내국인,ST-1269,ST-712,일반자전거
SPB-54438,2025.12.11 18:58,2189,봉천역 4번출구,0,2025.12.11 19:04,2109,은천로입구 가로공원,0,5,668.95,1992,M,내국인,ST-2373,ST-882,일반자전거
SPB-72334,2025.12.11 18:58,2190,도원맨션,0,2025.12.11 19:06,2169,봉천역 2번출구,0,8,681.88,\N,\N,\N,ST-2374,ST-1264,일반자전거
SPB-69900,2025.12.11 19:03,2136,신림역 8번출구,0,2025.12.11 19:08,2109,은천로입구 가로공원,0,4,649.75,1989,M,내국인,ST-976,ST-882,일반자전거
SPB-56354,2025.12.11 19:02,2136,신림역 8번출구,0,2025.12.11 19:08,2109,은천로입구 가로공원,0,6,88.23,\N,\N,\N,ST-976,ST-882,일반자전거
SPB-53559,2025.12.11 19:01,2108,은천치안센터,0,2025.12.11 19:09,2164,관악우체국,0,8,977.67,\N,\N,\N,ST-714,ST-1259,일반자전거
SPB-73639,2025.12.11 18:49,2102,봉림교 교통섬,0,2025.12.11 19:10,2119,중앙동 동진빌딩,0,20,3017.14,1993,M,내국인,ST-702,ST-884,일반자전거
SPB-54982,2025.12.11 18:21,2173,당곡사거리,0,2025.12.11 19:15,2179,양녕로 입구,0,54,1994.57,1987,F,내국인,ST-1268,ST-1548,일반자전거
SPB-63052,2025.12.11 18:57,2111,서울대입구역 1번출구,0,2025.12.11 19:24,2128,관악구청교차로,0,26,2942.36,1983,F,내국인,ST-965,ST-720,일반자전거
SPB-69113,2025.12.11 19:22,2187,현대시장사거리,0,2025.12.11 19:24,2111,서울대입구역 1번출구,0,2,253.15,1991,M,내국인,ST-2371,ST-965,일반자전거
SPB-63118,2025.12.11 18:52,2119,중앙동 동진빌딩,0,2025.12.11 19:25,2115,관악구시설관리공단,0,32,5570.55,1998,\N,내국인,ST-884,ST-883,일반자전거
SPB-40583,2025.12.11 17:33,2116,에이스에이존빌딩,0,2025.12.11 19:27,2179,양녕로 입구,0,113,415.66,\N,M,내국인,ST-717,ST-1548,일반자전거
SPB-50292,2025.12.11 19:08,2171,서울대입구역 5번출구,0,2025.12.11 19:27,2185,대학동 고시촌,0,19,2824.78,1993,M,내국인,ST-1337,ST-1757,일반자전거
SPB-33547,2025.12.11 19:13,2198,사랑의병원,0,2025.12.11 19:28,2109,은천로입구 가로공원,0,15,1713.72,1999,M,내국인,ST-2382,ST-882,일반자전거
SPB-45276,2025.12.11 19:19,2102,봉림교 교통섬,0,2025.12.11 19:32,2179,양녕로 입구,0,13,1808.5,\N,\N,\N,ST-702,ST-1548,일반자전거
SPB-62401,2025.12.11 19:34,2167,낙성대역 1번출구,0,2025.12.11 19:46,2104,사당역 5번출구,0,11,1399.79,1969,M,내국인,ST-1262,ST-712,일반자전거
SPB-74014,2025.12.11 19:43,2136,신림역 8번출구,0,2025.12.11 19:47,2195,은천교회,0,3,406.66,1991,\N,내국인,ST-976,ST-2379,일반자전거
SPB-74850,2025.12.11 17:47,2136,신림역 8번출구,0,2025.12.11 19:47,2175,신림동걷고싶은문화의거리입구,0,119,6166.74,1985,M,내국인,ST-976,ST-1270,일반자전거
SPB-74761,2025.12.11 18:15,2176,보라매공원 보도육교,0,2025.12.11 19:48,2176,보라매공원 보도육교,0,93,7873.11,1985,\N,내국인,ST-1357,ST-1357,일반자전거
SPB-72903,2025.12.11 19:17,2195,은천교회,0,2025.12.11 19:53,2191,대학동주민센터,0,36,2645.5,1986,M,내국인,ST-2379,ST-2375,일반자전거
SPB-72447,2025.12.11 19:49,2176,보라매공원 보도육교,0,2025.12.11 19:54,2173,당곡사거리,0,5,914.4,2000,F,내국인,ST-1357,ST-1268,일반자전거
SPB-63817,2025.12.11 19:49,2109,은천로입구 가로공원,0,2025.12.11 19:54,2175,신림동걷고싶은문화의거리입구,0,5,649.74,1998,M,내국인,ST-882,ST-1270,일반자전거
SPB-65795,2025.12.11 18:49,2156,신림푸르지오아파트,0,2025.12.11 19:55,2106,세이브마트,0,65,1650.0,1993,M,내국인,ST-952,ST-705,일반자전거
SPB-43689,2025.12.11 18:45,2109,은천로입구 가로공원,0,2025.12.11 19:59,2109,은천로입구 가로공원,0,73,3291.71,\N,M,내국인,ST-882,ST-882,일반자전거
SPB-63477,2025.12.11 19:50,2137,KT&G 관악지점,0,2025.12.11 19:59,2173,당곡사거리,0,9,1046.18,\N,M,내국인,ST-723,ST-1268,일반자전거
SPB-48378,2025.12.11 19:55,2136,신림역 8번출구,0,2025.12.11 20:00,2174,삼성디지털프라자관악점,0,4,460.0,1978,F,내국인,ST-976,ST-1269,일반자전거
SPB-44842,2025.12.11 19:47,2171,서울대입구역 5번출구,0,2025.12.11 20:01,2164,관악우체국,0,13,1838.99,1998,F,내국인,ST-1337,ST-1259,일반자전거
SPB-46035,2025.12.11 19:58,2136,신림역 8번출구,0,2025.12.11 20:02,2109,은천로입구 가로공원,0,3,527.0,\N,F,내국인,ST-976,ST-882,일반자전거
SPB-66093,2025.12.11 19:57,2136,신림역 8번출구,0,2025.12.11 20:02,2195,은천교회,0,4,495.17,1993,M,내국인,ST-976,ST-2379,일반자전거
SPB-42114,2025.12.11 20:01,2136,신림역 8번출구,0,2025.12.11 20:05,2109,은천로입구 가로공원,0,3,645.91,1994,F,내국인,ST-976,ST-882,일반자전거
SPB-68182,2025.12.11 19:54,2173,당곡사거리,0,2025.12.11 20:06,2164,관악우체국,0,12,891.33,1996,F,내국인,ST-1268,ST-1259,일반자전거
SPB-44537,2025.12.11 20:02,2115,관악구시설관리공단,0,2025.12.11 20:07,2105,미성동 신림체육센터,0,4,1135.1,1987,M,내국인,ST-883,ST-704,일반자전거
SPB-55270,2025.12.11 19:03,2109,은천로입구 가로공원,0,2025.12.11 20:07,2109,은천로입구 가로공원,0,63,4272.45,1996,M,내국인,ST-882,ST-882,일반자전거
SPB-43689,2025.12.11 20:01,2109,은천로입구 가로공원,0,2025.12.11 20:07,2173,당곡사거리,0,6,991.91,\N,\N,\N,ST-882,ST-1268,일반자전거
SPB-63817,2025.12.11 20:02,2175,신림동걷고싶은문화의거리입구,0,2025.12.11 20:08,2195,은천교회,0,5,526.99,1998,M,내국인,ST-1270,ST-2379,일반자전거
SPB-58902,2025.12.11 20:03,2127,난곡종점,0,2025.12.11 20:10,2106,세이브마트,0,6,1193.45,\N,\N,내국인,ST-707,ST-705,일반자전거
SPB-65533,2025.12.11 20:07,2109,은천로입구 가로공원,0,2025.12.11 20:17,2187,현대시장사거리,0,10,1390.0,2003,M,내국인,ST-882,ST-2371,일반자전거
SPB-50292,2025.12.11 20:10,2185,대학동 고시촌,0,2025.12.11 20:20,2185,대학동 고시촌,0,9,970.76,\N,\N,\N,ST-1757,ST-1757,일반자전거
SPB-74772,2025.12.11 18:53,2110,조원동 미성아파트,0,2025.12.11 20:23,2110,조원동 미성아파트,0,90,1441.29,1986,F,내국인,ST-950,ST-950,일반자전거
SPB-67579,2025.12.11 20:03,2110,조원동 미성아파트,0,2025.12.11 20:26,2156,신림푸르지오아파트,0,22,1605.05,1977,M,내국인,ST-950,ST-952,일반자전거
SPB-71741,2025.12.11 19:57,2176,보라매공원 보도육교,0,2025.12.11 20:27,2176,보라매공원 보도육교,0,29,1111.45,1964,F,내국인,ST-1357,ST-1357,일반자전거
SPB-56354,2025.12.11 19:40,2109,은천로입구 가로공원,0,2025.12.11 20:29,2109,은천로입구 가로공원,0,48,2128.13,2001,\N,내국인,ST-882,ST-882,일반자전거
SPB-47179,2025.12.11 19:42,2102,봉림교 교통섬,0,2025.12.11 20:30,2102,봉림교 교통섬,\N,45,0.0,2006,M,내국인,ST-702,ST-702,일반자전거
SPB-73773,2025.12.11 18:41,2115,관악구시설관리공단,0,2025.12.11 20:30,2110,조원동 미성아파트,0,109,1407.45,1988,F,내국인,ST-883,ST-950,일반자전거
SPB-49055,2025.12.11 20:13,2110,조원동 미성아파트,0,2025.12.11 20:32,2106,세이브마트,0,18,2140.0,1975,M,내국인,ST-950,ST-705,일반자전거
SPB-72773,2025.12.11 19:46,2109,은천로입구 가로공원,0,2025.12.11 20:32,2109,은천로입구 가로공원,0,46,1487.87,1996,F,내국인,ST-882,ST-882,일반자전거
SPB-81669,2025.12.11 20:31,2171,서울대입구역 5번출구,99,2025.12.11 20:38,2187,현대시장사거리,99,6,1160.0,\N,M,내국인,ST-1337,ST-2371,새싹자전거
SPB-44915,2025.12.11 20:34,2136,신림역 8번출구,0,2025.12.11 20:39,2109,은천로입구 가로공원,0,4,574.77,1992,F,내국인,ST-976,ST-882,일반자전거
SPB-60718,2025.12.11 20:31,2136,신림역 8번출구,0,2025.12.11 20:40,2179,양녕로 입구,0,8,1150.0,1989,\N,내국인,ST-976,ST-1548,일반자전거
SPB-72447,2025.12.11 20:33,2173,당곡사거리,0,2025.12.11 20:40,2195,은천교회,0,6,1121.96,1992,M,내국인,ST-1268,ST-2379,일반자전거
SPB-44279,2025.12.11 20:25,2139,서울신성초등학교,0,2025.12.11 20:41,2102,봉림교 교통섬,0,15,2188.32,1992,M,내국인,ST-951,ST-702,일반자전거
SPB-47550,2025.12.11 20:14,2179,양녕로 입구,0,2025.12.11 20:44,2106,세이브마트,0,29,4108.24,1996,M,내국인,ST-1548,ST-705,일반자전거
SPB-71870,2025.12.11 19:41,2108,은천치안센터,0,2025.12.11 20:50,2196,봉천역 3번출구,0,69,4821.16,\N,\N,\N,ST-714,ST-2380,일반자전거
SPB-65466,2025.12.11 20:45,2108,은천치안센터,0,2025.12.11 20:53,2195,은천교회,0,7,1111.48,1989,M,내국인,ST-714,ST-2379,일반자전거
SPB-67621,2025.12.11 20:28,2106,세이브마트,0,2025.12.11 20:56,2106,세이브마트,0,28,3333.26,1976,M,내국인,ST-705,ST-705,일반자전거
SPB-31043,2025.12.11 20:57,2111,서울대입구역 1번출구,0,2025.12.11 21:00,2111,서울대입구역 1번출구,0,2,0.0,1977,\N,내국인,ST-965,ST-965,일반자전거
SPB-56354,2025.12.11 20:58,2109,은천로입구 가로공원,0,2025.12.11 21:01,2136,신림역 8번출구,0,3,473.28,1994,\N,내국인,ST-882,ST-976,일반자전거
SPB-64263,2025.12.11 20:57,2111,서울대입구역 1번출구,0,2025.12.11 21:01,2199,신봉천주유소 A,0,4,318.44,2004,M,내국인,ST-965,ST-2383,일반자전거
SPB-43689,2025.12.11 20:56,2173,당곡사거리,0,2025.12.11 21:05,2176,보라매공원 보도육교,0,8,936.0,\N,\N,\N,ST-1268,ST-1357,일반자전거
SPB-81457,2025.12.11 20:57,2173,당곡사거리,99,2025.12.11 21:05,2176,보라매공원 보도육교,99,8,1150.0,\N,\N,\N,ST-1268,ST-1357,새싹자전거
SPB-65945,2025.12.11 20:59,2171,서울대입구역 5번출구,0,2025.12.11 21:05,2108,은천치안센터,0,5,820.0,\N,F,내국인,ST-1337,ST-714,일반자전거
SPB-65700,2025.12.11 19:09,2140,신림1교 교차로,0,2025.12.11 21:05,2136,신림역 8번출구,0,115,1290.0,1998,M,내국인,ST-724,ST-976,일반자전거
SPB-47293,2025.12.11 20:53,2103,신림동 우방아파트,0,2025.12.11 21:05,2173,당곡사거리,0,12,726.25,2005,F,내국인,ST-703,ST-1268,일반자전거
SPB-73679,2025.12.11 20:48,2102,봉림교 교통섬,0,2025.12.11 21:09,2185,대학동 고시촌,0,20,2685.52,1989,F,내국인,ST-702,ST-1757,일반자전거
SPB-64749,2025.12.11 21:05,2175,신림동걷고싶은문화의거리입구,0,2025.12.11 21:12,2176,보라매공원 보도육교,0,7,1234.17,1996,M,내국인,ST-1270,ST-1357,일반자전거
SPB-64317,2025.12.11 21:08,2174,삼성디지털프라자관악점,0,2025.12.11 21:13,2137,KT&G 관악지점,0,5,818.61,\N,M,내국인,ST-1269,ST-723,일반자전거
SPB-47293,2025.12.11 21:07,2173,당곡사거리,0,2025.12.11 21:13,2176,보라매공원 보도육교,0,6,982.11,2000,F,내국인,ST-1268,ST-1357,일반자전거
SPB-69168,2025.12.11 21:05,2102,봉림교 교통섬,0,2025.12.11 21:15,2106,세이브마트,0,9,1970.94,1991,\N,내국인,ST-702,ST-705,일반자전거
SPB-63495,2025.12.11 21:08,2189,봉천역 4번출구,0,2025.12.11 21:15,2187,현대시장사거리,0,6,1124.67,\N,M,내국인,ST-2373,ST-2371,일반자전거
SPB-56564,2025.12.11 20:59,2196,봉천역 3번출구,0,2025.12.11 21:16,2156,신림푸르지오아파트,0,16,2550.0,1993,M,내국인,ST-2380,ST-952,일반자전거
SPB-54769,2025.12.11 20:51,2196,봉천역 3번출구,0,2025.12.11 21:17,2108,은천치안센터,0,25,1853.97,\N,\N,\N,ST-2380,ST-714,일반자전거
SPB-74850,2025.12.11 19:47,2175,신림동걷고싶은문화의거리입구,0,2025.12.11 21:18,2136,신림역 8번출구,0,90,7580.1,1985,M,내국인,ST-1270,ST-976,일반자전거
SPB-40254,2025.12.11 21:13,2145,은천초등학교 육교,0,2025.12.11 21:18,2195,은천교회,0,4,791.7,1994,M,내국인,ST-725,ST-2379,일반자전거
SPB-74014,2025.12.11 20:55,2195,은천교회,0,2025.12.11 21:21,2195,은천교회,0,26,3872.13,1991,\N,내국인,ST-2379,ST-2379,일반자전거
SPB-64257,2025.12.11 21:15,2116,에이스에이존빌딩,0,2025.12.11 21:22,2187,현대시장사거리,0,6,717.76,1978,M,내국인,ST-717,ST-2371,일반자전거
SPB-65218,2025.12.11 20:36,2102,봉림교 교통섬,0,2025.12.11 21:23,2187,현대시장사거리,0,47,2414.0,1975,M,내국인,ST-702,ST-2371,일반자전거
SPB-72334,2025.12.11 21:26,2169,봉천역 2번출구,0,2025.12.11 21:31,2136,신림역 8번출구,0,4,1228.17,\N,\N,\N,ST-1264,ST-976,일반자전거
SPB-41519,2025.12.11 21:26,2169,봉천역 2번출구,0,2025.12.11 21:31,2136,신림역 8번출구,0,5,1094.96,\N,\N,\N,ST-1264,ST-976,일반자전거
SPB-65700,2025.12.11 21:26,2136,신림역 8번출구,0,2025.12.11 21:32,2109,은천로입구 가로공원,0,6,620.0,1986,\N,내국인,ST-976,ST-882,일반자전거
SPB-67643,2025.12.11 21:32,2189,봉천역 4번출구,0,2025.12.11 21:36,2109,은천로입구 가로공원,0,3,495.69,1985,F,내국인,ST-2373,ST-882,일반자전거
SPB-66418,2025.12.11 21:26,2145,은천초등학교 육교,0,2025.12.11 21:36,2173,당곡사거리,0,9,1559.36,1961,M,내국인,ST-725,ST-1268,일반자전거
SPB-51752,2025.12.11 21:23,2170,조원동 강남힐병원,0,2025.12.11 21:36,2140,신림1교 교차로,0,12,2190.91,1992,M,내국인,ST-1265,ST-724,일반자전거
SPB-67903,2025.12.11 21:14,2110,조원동 미성아파트,0,2025.12.11 21:37,2110,조원동 미성아파트,0,22,705.75,1997,F,내국인,ST-950,ST-950,일반자전거
SPB-55419,2025.12.11 21:30,2108,은천치안센터,0,2025.12.11 21:39,2174,삼성디지털프라자관악점,0,8,1496.77,\N,F,내국인,ST-714,ST-1269,일반자전거
SPB-61689,2025.12.11 21:31,2108,은천치안센터,0,2025.12.11 21:39,2174,삼성디지털프라자관악점,0,7,1539.97,\N,M,내국인,ST-714,ST-1269,일반자전거
SPB-73022,2025.12.11 21:33,2189,봉천역 4번출구,0,2025.12.11 21:39,2109,은천로입구 가로공원,0,5,824.15,2001,\N,내국인,ST-2373,ST-882,일반자전거
SPB-53121,2025.12.11 20:47,2189,봉천역 4번출구,0,2025.12.11 21:40,2173,당곡사거리,0,52,2224.04,1998,F,내국인,ST-2373,ST-1268,일반자전거
SPB-72334,2025.12.11 21:40,2136,신림역 8번출구,0,2025.12.11 21:43,2109,은천로입구 가로공원,0,3,773.3,\N,\N,\N,ST-976,ST-882,일반자전거
SPB-34825,2025.12.11 21:39,2110,조원동 미성아파트,0,2025.12.11 21:43,2110,조원동 미성아파트,0,4,199.43,1990,M,내국인,ST-950,ST-950,일반자전거
SPB-46005,2025.12.11 21:31,2196,봉천역 3번출구,0,2025.12.11 21:48,2198,사랑의병원,0,17,2093.88,\N,M,내국인,ST-2380,ST-2382,일반자전거
SPB-65795,2025.12.11 21:38,2106,세이브마트,0,2025.12.11 21:50,2156,신림푸르지오아파트,0,11,1780.0,1995,F,내국인,ST-705,ST-952,일반자전거
SPB-71060,2025.12.11 19:55,2187,현대시장사거리,0,2025.12.11 21:51,2102,봉림교 교통섬,0,116,22752.57,1970,\N,내국인,ST-2371,ST-702,일반자전거
SPB-54027,2025.12.11 21:49,2175,신림동걷고싶은문화의거리입구,0,2025.12.11 21:54,2103,신림동 우방아파트,0,5,946.54,\N,M,내국인,ST-1270,ST-703,일반자전거
SPB-72334,2025.12.11 21:49,2109,은천로입구 가로공원,0,2025.12.11 21:54,2169,봉천역 2번출구,0,5,701.06,1990,\N,내국인,ST-882,ST-1264,일반자전거
SPB-53070,2025.12.11 21:03,2189,봉천역 4번출구,0,2025.12.11 21:55,2136,신림역 8번출구,0,52,2216.77,2003,F,내국인,ST-2373,ST-976,일반자전거
SPB-72903,2025.12.11 21:26,2191,대학동주민센터,0,2025.12.11 21:58,2172,나들목공원,0,31,1948.28,\N,M,내국인,ST-2375,ST-1267,일반자전거
SPB-67257,2025.12.11 21:52,2122,낙성대로 입구,0,2025.12.11 21:59,2111,서울대입구역 1번출구,0,7,659.37,2001,\N,내국인,ST-719,ST-965,일반자전거
SPB-72208,2025.12.11 21:52,2169,봉천역 2번출구,0,2025.12.11 22:00,2174,삼성디지털프라자관악점,0,7,1590.23,2000,M,내국인,ST-1264,ST-1269,일반자전거
SPB-35819,2025.12.11 21:53,2164,관악우체국,0,2025.12.11 22:02,2145,은천초등학교 육교,0,9,907.49,\N,\N,\N,ST-1259,ST-725,일반자전거
SPB-74014,2025.12.11 21:57,2195,은천교회,0,2025.12.11 22:02,2102,봉림교 교통섬,0,5,649.89,1973,F,내국인,ST-2379,ST-702,일반자전거
SPB-60718,2025.12.11 21:58,2179,양녕로 입구,0,2025.12.11 22:03,2189,봉천역 4번출구,0,5,280.0,2001,F,내국인,ST-1548,ST-2373,일반자전거
SPB-47445,2025.12.11 21:59,2175,신림동걷고싶은문화의거리입구,0,2025.12.11 22:04,2102,봉림교 교통섬,0,5,0.13,\N,\N,\N,ST-1270,ST-702,일반자전거
SPB-74578,2025.12.11 21:28,2116,에이스에이존빌딩,0,2025.12.11 22:07,2112,서울대입구역 마에스트로,0,38,548.62,1996,M,내국인,ST-717,ST-715,일반자전거
SPB-72229,2025.12.11 21:57,2176,보라매공원 보도육교,0,2025.12.11 22:08,2164,관악우체국,0,10,1777.95,1993,M,내국인,ST-1357,ST-1259,일반자전거
SPB-41023,2025.12.11 21:57,2189,봉천역 4번출구,0,2025.12.11 22:09,2102,봉림교 교통섬,0,12,1498.93,1981,\N,내국인,ST-2373,ST-702,일반자전거
SPB-67863,2025.12.11 22:02,2102,봉림교 교통섬,0,2025.12.11 22:10,2187,현대시장사거리,0,7,2391.64,1970,\N,내국인,ST-702,ST-2371,일반자전거
